Title,Brand,OS,RAM,CPU,Storage,Screen Size,Resolution,CPU Speed,Model,Wireless Technology,SIM Count,Wireless Provider,Cellular Technology,Camera,Color,Price,Price Before Promotion,Currancy,Rate,URL,IMG,Reviews,Website
"Honor X7b Dual SIM 8GB RAM+256GB 5G, Emerald Green",HONOR,"Android T, MagicOS 7.2",256 GB,Snapdragon,8 GB,6.8 Inches,,,CLK-NX2,,,Unlocked for All Carriers,5G,,Emerald Green,680.,,SAR,4.2 out of 5 stars,https://www.amazon.sa/-/en/Honor-Dual-256GB-Emerald-Green/dp/B0D1RB2DFM/ref=sr_1_5?dib=eyJ2IjoiMSJ9.wiuWPUVaEiY0DwoXkBLXDLWTYcznXcBcBfWRzHJQarw14M6gBL8ejvcT1LkYz5fo4UPQwhmnMo_bDLtP0_dejNFjzySyzewb9TdiaRkKay-Djw-zb0PjG5x6uy8c-eqBziryx4pZP105N0h99o9i_tdEydT-JHdlcWT4hRA_YxlyHH2-RF80f0keYCnBODcVR9kIAOPv9KZnfsIMDcgCkxpttm7QXPlu6CbXiF56ILAb1CQDtOl5SEKFXuDLMyjaTd93fKc8IGpQZTokLwMMb_pREa_Nsa7c-7d3ozd1dX4.4-W7oPrc7RHJvad2VEjqlLm5OFl7qZIEayrh7tQwZ-8&dib_tag=se&qid=1725911358&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-5&language=en_AE,https://m.media-amazon.com/images/I/718aauXxlsL._AC_SL1500_.jpg,"[{'reviewer_name': 'AC', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nBrand new', 'review_text': 'Good item\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 12 May 2024'}, {'reviewer_name': 'NASSAR', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nجيد جدا', 'review_text': 'الجهاز جيد .. ولكن لا تتوقع الانهبار .البلوتوث لا يعمل مع personal hotspotالجهاز ليس سريع جدا عند فتح عدة تطبيقاتالكاميرا لا بأس بها------------------البطارية ممتازةوزن الجهاز شبيه بالايفونحجم الجهاز مناسبجيد للاستخدام اليومي المعتدل ..\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 11 June 2024'}, {'reviewer_name': 'Abdou Ailil', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nالمنتج يسخن جدا وخاصة في منطقة الكاميرا والبطارية تنتهى سريعا', 'review_text': 'لا انصح به جوال X7b العادى افضل منه فى كل شيالجوال يسخن جدا والبطارية لا تكمل اليوم\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 27 August 2024'}, {'reviewer_name': 'mutwakil', 'review_rating': '3.0 out of 5 stars', 'review_title': '3.0 out of 5 stars\nالشبكة 4G ليس 5G ارتفاع الحرارة الكاميرة ليس ١٠٨ وإنما ٥٩', 'review_text': 'الجهاز  x7b  5G  لكن الشبكة تظهر 4G  شبكة 5جي غير شغاله في الجهاز. الجهاز  وصلني يوم ١١/يوليو قبل يومين .ترتفع الحرارة لدرجة الكاميرة لاتشتغل ومع ارتفاع درجة الحرارة تظل الشبكة على +H لا توجد فاتورة.  لاتوجد سماعة.  الموجودة راس شاحن مع سلك الشاحن وجراب شفاف .الشحن سريعالكاميرة مفروض ١٠٨  مكتوب خلف مع الكاميرة 50mpالصوت عالي ماشاء الله.لكن رغم كبر الذاكرة والرامات بطيئ في سرعة النت والتصفح نفس جهاز القديم سامسونج ايه١٢ له معي ٥سنوات  أن اشتريت هونر x7b 5G حتى اتمتع بسرعة النت واخلص من ارتفاع حرارة سامسونج A12 لكن نفس الأداء وارتفاع الحرارة\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 July 2024'}, {'reviewer_name': 'زيد حميد مصلح الشوافي', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nحي القدس شارع سعود الكبير', 'review_text': 'لا يوجد سماعة مع الجوال\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 16 July 2024'}]",Amazon SA
Honor X7a Dual SIM 128GB ROM + 6GB RAM Factory Unlocked 4G Smartphone (Midnight Black) - International Version,HONOR,Android 12.0,6 GB,Snapdragon,128 GB,6.74 Inches,720 x 1600,"2.1, 2.3, 1.7 GHz",X7a,,,,,,Midnight Black,"SAR1,715.00",,SAR,4.4 out of 5 stars,https://www.amazon.sa/-/en/Honor-Factory-Unlocked-Smartphone-Midnight/dp/B0BS6TC8C2/ref=sr_1_47?dib=eyJ2IjoiMSJ9.URE1guSw1xGdlsFyRzFK5heKe5QrmvTY1ygD12DgpVSpTYMF0jlAsRikAahP-fWyIANrVG2-GR1N9AMqYc_z4KqAAP_t4emPMzpCXinSEchNOWtjtYlZnLIFggxlh-O7Wfqd81RiC9bMnAOfsuXm6cEAt4eAOsmbMUX-WZYsv-ozJ5wEa2VwyCPsy75C-0KIHncGA7YQTyUco_Ak79-laivWVgWh34GqLrLPKKJciGIQTasajr3NQF1Rw7KZRpmVGg5AdfizwBFXHjKCHkT8sQTuuov0UjypCsvun4M-KM8.LnZL-HFFgIRSpfqozWnKGiYFSAm4ymMhY3DuXIQ0L74&dib_tag=se&qid=1725911363&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-47&language=en_AE,https://m.media-amazon.com/images/I/61wgQ59js4L._AC_SL1500_.jpg,"[{'reviewer_name': 'ALI ALISHAWAREB', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nجيد', 'review_text': 'جيد\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 7 May 2023'}]",Amazon SA
Honor Magic5 Lite Dual-SIM 256GB ROM + 8GB RAM (Only GSM | No CDMA) Factory Unlocked 5G Smartphone (Midnight Black) - International Version,HONOR,Android 12.0,8 GB,Snapdragon,256 GB,6.67 Inches,1080 x 2400,"2.2, 1.7 GHz",Magic5 Lite,,,,,,Midnight Black,"SAR1,999.00",,SAR,4.3 out of 5 stars,https://www.amazon.sa/-/en/Magic5-Lite-Dual-SIM-Unlocked-Smartphone/dp/B0C1ZYJPM4/ref=sr_1_34?dib=eyJ2IjoiMSJ9.URE1guSw1xGdlsFyRzFK5heKe5QrmvTY1ygD12DgpVSpTYMF0jlAsRikAahP-fWyIANrVG2-GR1N9AMqYc_z4KqAAP_t4emPMzpCXinSEchNOWtjtYlZnLIFggxlh-O7Wfqd81RiC9bMnAOfsuXm6cEAt4eAOsmbMUX-WZYsv-ozJ5wEa2VwyCPsy75C-0KIHncGA7YQTyUco_Ak79-laivWVgWh34GqLrLPKKJciGIQTasajr3NQF1Rw7KZRpmVGg5AdfizwBFXHjKCHkT8sQTuuov0UjypCsvun4M-KM8.LnZL-HFFgIRSpfqozWnKGiYFSAm4ymMhY3DuXIQ0L74&dib_tag=se&qid=1725911363&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-34&language=en_AE,https://m.media-amazon.com/images/I/71PdZ4uX5EL._AC_SL1500_.jpg,[],Amazon SA
Honor Magic 5 Pro Dual-SIM 512GB ROM + 12GB RAM (Only GSM | No CDMA) Factory Unlocked 5G Smartphone (Black) - International Version,HONOR,Android 13.0,8 GB,Snapdragon,512 GB,6.81 Inches,720 x 1280,"2.0, 2.8 GHz",Magic 5 Pro,,,,,,Black,"SAR5,089.00",,SAR,4.4 out of 5 stars,https://www.amazon.sa/-/en/Honor-Dual-SIM-Factory-Unlocked-Smartphone/dp/B0BZC7Q1DN/ref=sr_1_39?dib=eyJ2IjoiMSJ9.URE1guSw1xGdlsFyRzFK5heKe5QrmvTY1ygD12DgpVSpTYMF0jlAsRikAahP-fWyIANrVG2-GR1N9AMqYc_z4KqAAP_t4emPMzpCXinSEchNOWtjtYlZnLIFggxlh-O7Wfqd81RiC9bMnAOfsuXm6cEAt4eAOsmbMUX-WZYsv-ozJ5wEa2VwyCPsy75C-0KIHncGA7YQTyUco_Ak79-laivWVgWh34GqLrLPKKJciGIQTasajr3NQF1Rw7KZRpmVGg5AdfizwBFXHjKCHkT8sQTuuov0UjypCsvun4M-KM8.LnZL-HFFgIRSpfqozWnKGiYFSAm4ymMhY3DuXIQ0L74&dib_tag=se&qid=1725911363&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-39&language=en_AE,https://m.media-amazon.com/images/I/71ZJ7aVRpYL._AC_SL1500_.jpg,"[{'reviewer_name': 'أم محمد', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nالبطارية سيئة', 'review_text': 'البطارية سيئة جداً، شحنته كامل ١٠٠وكلمت فقط مكالمة ٣ دقائق ووصلت البطارية ٨٦!على الرغم مقفلة كل التطبيقات إلي تشتغل في الخلفية و الاشعارات والخ.يعني خساره فيه السعر هذا.البطارية تفضى بسرعة وإنت ما تشتغل عليه 👹\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 8 April 2024'}]",Amazon SA
Honor X6 4+64GB Nautical Blue,HONOR,Android 12.0,4 GB,Snapdragon,64 GB,6.5 Inches,720 x 1600,2.36 GHz,X6,,,,,,Blue,"SAR1,355.00",,SAR,4.3 out of 5 stars,https://www.amazon.sa/-/en/Honor-X6-64GB-Nautical-Blue/dp/B0BH7787NQ/ref=sr_1_45?dib=eyJ2IjoiMSJ9.URE1guSw1xGdlsFyRzFK5heKe5QrmvTY1ygD12DgpVSpTYMF0jlAsRikAahP-fWyIANrVG2-GR1N9AMqYc_z4KqAAP_t4emPMzpCXinSEchNOWtjtYlZnLIFggxlh-O7Wfqd81RiC9bMnAOfsuXm6cEAt4eAOsmbMUX-WZYsv-ozJ5wEa2VwyCPsy75C-0KIHncGA7YQTyUco_Ak79-laivWVgWh34GqLrLPKKJciGIQTasajr3NQF1Rw7KZRpmVGg5AdfizwBFXHjKCHkT8sQTuuov0UjypCsvun4M-KM8.LnZL-HFFgIRSpfqozWnKGiYFSAm4ymMhY3DuXIQ0L74&dib_tag=se&qid=1725911363&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-45&language=en_AE,https://m.media-amazon.com/images/I/61hYGuls2TL._AC_SL1500_.jpg,[],Amazon SA
Honor 10 Dual Sim 64Gb Factory Unlocked 4G Smartphone International Version (Phantom Green),HONOR,Android 9.0,64 GB,Snapdragon,64 GB,5.8 Inches,1080 x 2340,2.36 GHz,Honor 10,,,T-Mobile,,,Green,"SAR2,745.00",,SAR,4.4 out of 5 stars,https://www.amazon.sa/-/en/Factory-Unlocked-Smartphone-International-Version/dp/B07D83JHPB/ref=sr_1_113?dib=eyJ2IjoiMSJ9.MNayXE2Vg6NOxSRYcqMaqNnfPdy6ktj6fj9ULU6G23fCQeFUM7XOzef0bnMb4HbnabnwHivo_1zkQHm5WkAZKpqQLHmWvpieRoxDyRR1COdhy3NDIvpnRZOAIhTV6u0Dk_tQ5R4mSZW92KastOiZmfH4mmZ89M_GmRd4DKumRxWsWHgZ2ivzjHD23A1zYZ2DB-xBuCT0K-CRvRQkeIh-Gi4k7NTgVlQDs_Tvdjg4bHnEYZD3pY4_WYojPd3DA7kBldJXZB-zR-gUCiQPF37nzgvbXGBfwHv-UZSxosjSQj8.LlG4JHSaKVUPIHQqipxJFIMd5fz4sHnLi9ziUd2DQAE&dib_tag=se&qid=1725911378&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-113&language=en_AE,https://m.media-amazon.com/images/I/51ozFZA9oKL._AC_SL1200_.jpg,[],Amazon SA
HONOR Porsche Design Magic V2 RSR 5G (Agate Grey) VER-N49DP | 7.92'' foldable OLED screen | 1TB Storage + 16GB RAM | Snapdragon 8 Gen 2 | Dual-SIM Factory Unlocked Android 13 Smartphone,HONOR,Android 13.0,16 GB,Snapdragon,1024 GB,7.92 Inches,,,Porsche Design Honor Magic V2 RSR 5G,,,Unlocked,5G,,,"SAR12,250.00",,SAR,Previous page of related Sponsored Products,https://www.amazon.sa/-/en/HONOR-VER-N49DP-foldable-Snapdragon-Smartphone/dp/B0CZ157W1M/ref=sr_1_64?dib=eyJ2IjoiMSJ9.NRzVbBGSFJT0s2eG6rA8Fpud5PzWmX9ylNyzbrDs5Tlqb9dVUPs8ZKktpSpZzQURgi2BBGQ2kEElIWELldEiaQOnrtoq8SsZL7zjqLD8taqo3-AKgTMePiICWWp6Ru0_c88dOdmqHCzIcyLOYrG2Ga9cU8ZPo4BYMOj0pMc2PHrHwQNIGdSU9eeFhoqE3URVEUgWMZ_QEldQ8Gry7pSmooNkIxzy7tic88FATr2PWFuwP4U1qK3-9blGRn3ENhahjYWk5w_W5EtAwYF3IQ3G1j6JAAyNIea8G7IaQlhnFAk.RdxLb7iohx_VWJJnGGJonoXw956Vj17utmf6LdimM9M&dib_tag=se&qid=1725911371&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-64&language=en_AE,https://m.media-amazon.com/images/I/51OPA7C3EBL.__AC_SX300_SY300_QL70_ML2_.jpg,[],Amazon SA
Honor 70 Lite Dual-SIM 128GB ROM + 4GB RAM (Only GSM | No CDMA) Factory Unlocked 5G Smartphone (Ocean Blue) - International Version,HONOR,Android 12.0,4 GB,Snapdragon,128 GB,6.5 Inches,720 x 1600,"1.9, 2.2 GHz",70 Lite,,,,,,Ocean Blue,"SAR1,535.00",,SAR,4.1 out of 5 stars,https://www.amazon.sa/-/en/Honor-Dual-SIM-Factory-Unlocked-Smartphone/dp/B0BTQ3MGZH/ref=sr_1_78?dib=eyJ2IjoiMSJ9.U-AWbuTNx23Jld-X1-yPbmMFMM8T84VsedgIj5nP0rFDaTaRUXXtGfvUML9g313kMBbTUtIg0Cjd6X4PqmEKJZOMJCVHmt4McdMEUndV9ZKg_lB41uqhc56LqMJw5lX8yTyurPvTjVenYa6W0QgDvxetyaQJ0v--eTxrbi5X6xvEXW_IjqghBB2GO3DBjr6jsQd8Ys7TvD2ACa2pfIJN929Y9H9OZX9faMEdNMYJ-nQnID-9yHFV6wCcyCZuf9DdsnevCVLWUog3__ZFKRGiJz3V12c9HXAa0hchSmVv7gQ.Rn94gmnyDvqImwFAap6-5_aCfDbjPh0dbZVOb--IdBQ&dib_tag=se&qid=1725911374&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-78&language=en_AE,https://m.media-amazon.com/images/I/71fyf9qoGQL._AC_SL1500_.jpg,[],Amazon SA
Honor Huawei 10 Dual Sim 128Gb Factory Unlocked 4G Smartphone (Glacier Grey),HONOR,Android 9.0,128 GB,Snapdragon,128 GB,5.84 Inches,,2.36 GHz,10 Dual Sim,,,T-Mobile,"4G, 3G, 2G",,,"SAR2,965.00",,SAR,4.4 out of 5 stars,https://www.amazon.sa/-/en/Huawei-Factory-Unlocked-Smartphone-Glacier/dp/B07CZBFT3S/ref=sr_1_114?dib=eyJ2IjoiMSJ9.MNayXE2Vg6NOxSRYcqMaqNnfPdy6ktj6fj9ULU6G23fCQeFUM7XOzef0bnMb4HbnabnwHivo_1zkQHm5WkAZKpqQLHmWvpieRoxDyRR1COdhy3NDIvpnRZOAIhTV6u0Dk_tQ5R4mSZW92KastOiZmfH4mmZ89M_GmRd4DKumRxWsWHgZ2ivzjHD23A1zYZ2DB-xBuCT0K-CRvRQkeIh-Gi4k7NTgVlQDs_Tvdjg4bHnEYZD3pY4_WYojPd3DA7kBldJXZB-zR-gUCiQPF37nzgvbXGBfwHv-UZSxosjSQj8.LlG4JHSaKVUPIHQqipxJFIMd5fz4sHnLi9ziUd2DQAE&dib_tag=se&qid=1725911378&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-114&language=en_AE,https://m.media-amazon.com/images/I/51aSPjggMtS._AC_SL1200_.jpg,[],Amazon SA
Honor X8 5G Dual SIM 6GB RAM 128GB ROM (Ocean Blue),HONOR,"Android 11.0, Magic UI 4.2",6 GB,Snapdragon,128 GB,6.5 Inches,720 x 1600,,X8 5G,,,Unlocked for All Carriers,,,Ocean Blue,42.,,SAR,3.5 out of 5 stars,https://www.amazon.sa/-/en/Honor-Dual-128GB-Ocean-Blue/dp/B0B6W1C8PK/ref=sr_1_28?dib=eyJ2IjoiMSJ9.URE1guSw1xGdlsFyRzFK5heKe5QrmvTY1ygD12DgpVSpTYMF0jlAsRikAahP-fWyIANrVG2-GR1N9AMqYc_z4KqAAP_t4emPMzpCXinSEchNOWtjtYlZnLIFggxlh-O7Wfqd81RiC9bMnAOfsuXm6cEAt4eAOsmbMUX-WZYsv-ozJ5wEa2VwyCPsy75C-0KIHncGA7YQTyUco_Ak79-laivWVgWh34GqLrLPKKJciGIQTasajr3NQF1Rw7KZRpmVGg5AdfizwBFXHjKCHkT8sQTuuov0UjypCsvun4M-KM8.LnZL-HFFgIRSpfqozWnKGiYFSAm4ymMhY3DuXIQ0L74&dib_tag=se&qid=1725911363&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-28&language=en_AE,https://m.media-amazon.com/images/I/61FZQ50wOuL._AC_SL1500_.jpg,"[{'reviewer_name': 'Siraj', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nGood', 'review_text': 'Good\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 26 February 2024'}]",Amazon SA
Honor 10 Dual Sim 64Gb Factory Unlocked 4G Smartphone (Phantom Blue),HONOR,Android 9.0,64 GB,Snapdragon,64 GB,5.8 Inches,3840 x 2160,2.36 GHz,Honor 10,,,Orange,,,Blue,"SAR2,745.00",,SAR,4.3 out of 5 stars,https://www.amazon.sa/-/en/Honor-Factory-Unlocked-Smartphone-Phantom/dp/B07CMXSHGH/ref=sr_1_116?dib=eyJ2IjoiMSJ9.MNayXE2Vg6NOxSRYcqMaqNnfPdy6ktj6fj9ULU6G23fCQeFUM7XOzef0bnMb4HbnabnwHivo_1zkQHm5WkAZKpqQLHmWvpieRoxDyRR1COdhy3NDIvpnRZOAIhTV6u0Dk_tQ5R4mSZW92KastOiZmfH4mmZ89M_GmRd4DKumRxWsWHgZ2ivzjHD23A1zYZ2DB-xBuCT0K-CRvRQkeIh-Gi4k7NTgVlQDs_Tvdjg4bHnEYZD3pY4_WYojPd3DA7kBldJXZB-zR-gUCiQPF37nzgvbXGBfwHv-UZSxosjSQj8.LlG4JHSaKVUPIHQqipxJFIMd5fz4sHnLi9ziUd2DQAE&dib_tag=se&qid=1725911378&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-116&language=en_AE,https://m.media-amazon.com/images/I/61y0p+CgEKL._AC_SL1200_.jpg,[],Amazon SA
Honor Magic5 Lite Dual-SIM 256GB ROM + 8GB RAM (Only GSM | No CDMA) Factory Unlocked 5G Smartphone (Emerald Green) - International Version,HONOR,Android 12.0,8 GB,Snapdragon,256 GB,6.67 Inches,1080 x 2400,"2.2, 1.7 GHz",Magic5 Lite,,,,,,Emerald Green,"1,899.",,SAR,4.4 out of 5 stars,https://www.amazon.sa/-/en/Dual-SIM-Factory-Unlocked-Smartphone-Emerald/dp/B0C212CG8G/ref=sr_1_74?dib=eyJ2IjoiMSJ9.U-AWbuTNx23Jld-X1-yPbmMFMM8T84VsedgIj5nP0rFDaTaRUXXtGfvUML9g313kMBbTUtIg0Cjd6X4PqmEKJZOMJCVHmt4McdMEUndV9ZKg_lB41uqhc56LqMJw5lX8yTyurPvTjVenYa6W0QgDvxetyaQJ0v--eTxrbi5X6xvEXW_IjqghBB2GO3DBjr6jsQd8Ys7TvD2ACa2pfIJN929Y9H9OZX9faMEdNMYJ-nQnID-9yHFV6wCcyCZuf9DdsnevCVLWUog3__ZFKRGiJz3V12c9HXAa0hchSmVv7gQ.Rn94gmnyDvqImwFAap6-5_aCfDbjPh0dbZVOb--IdBQ&dib_tag=se&qid=1725911374&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-74&language=en_AE,https://m.media-amazon.com/images/I/61Vt8rqOz5L._AC_SL1500_.jpg,[],Amazon SA
"HONOR 200 Pro 5G (Ocean Cyan, 12GB + 512GB) | 6.78-inch AMOLED Quad-Curved Display | Dual OIS 50MP + 50MP + 12MP Camera | 50MP Selfie Camera | Snapdragon 8s Gen 3 | AI-Powered MagicOS 8.0",HONOR,MagicOS 8.0 based on Android 14,12 GB,,512 GB,6.78 Inches,,3 GHz,HONOR 200 Pro 5G,,,Unlocked for All Carriers,5G,,Cyan,"SAR2,439.00",,SAR,4.4 out of 5 stars,https://www.amazon.sa/-/en/HONOR-6-78-inch-Quad-Curved-Snapdragon-AI-Powered/dp/B0D6VKL4HH/ref=sr_1_25?dib=eyJ2IjoiMSJ9.URE1guSw1xGdlsFyRzFK5heKe5QrmvTY1ygD12DgpVSpTYMF0jlAsRikAahP-fWyIANrVG2-GR1N9AMqYc_z4KqAAP_t4emPMzpCXinSEchNOWtjtYlZnLIFggxlh-O7Wfqd81RiC9bMnAOfsuXm6cEAt4eAOsmbMUX-WZYsv-ozJ5wEa2VwyCPsy75C-0KIHncGA7YQTyUco_Ak79-laivWVgWh34GqLrLPKKJciGIQTasajr3NQF1Rw7KZRpmVGg5AdfizwBFXHjKCHkT8sQTuuov0UjypCsvun4M-KM8.LnZL-HFFgIRSpfqozWnKGiYFSAm4ymMhY3DuXIQ0L74&dib_tag=se&qid=1725911363&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-25&language=en_AE,https://m.media-amazon.com/images/I/71xnOrb+GPL._AC_SL1500_.jpg,[],Amazon SA
Honor 50 Lite Dual SIM 128GB ROM + 6GB RAM Factory Unlocked 4G/LTE Android Smartphone (Deep Sea Blue) - International Version,HONOR,,6 GB,Snapdragon,6 GB,6.67 Inches,1080 x 2376,1.8 GHz,50 Lite,,,Unlocked,,,Blue,"SAR1,699.00",,SAR,4.2 out of 5 stars,https://www.amazon.sa/-/en/Honor-Factory-Unlocked-Android-Smartphone/dp/B09L1D1YTV/ref=sr_1_88?dib=eyJ2IjoiMSJ9.U-AWbuTNx23Jld-X1-yPbmMFMM8T84VsedgIj5nP0rFDaTaRUXXtGfvUML9g313kMBbTUtIg0Cjd6X4PqmEKJZOMJCVHmt4McdMEUndV9ZKg_lB41uqhc56LqMJw5lX8yTyurPvTjVenYa6W0QgDvxetyaQJ0v--eTxrbi5X6xvEXW_IjqghBB2GO3DBjr6jsQd8Ys7TvD2ACa2pfIJN929Y9H9OZX9faMEdNMYJ-nQnID-9yHFV6wCcyCZuf9DdsnevCVLWUog3__ZFKRGiJz3V12c9HXAa0hchSmVv7gQ.Rn94gmnyDvqImwFAap6-5_aCfDbjPh0dbZVOb--IdBQ&dib_tag=se&qid=1725911374&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-88&language=en_AE,https://m.media-amazon.com/images/I/611MndD27VL._AC_SL1500_.jpg,[],Amazon SA
"Honor Play Dual/Hybrid-Sim 64Gb Factory Unlocked 4G International Version Smartphone (Gsm Only, No Cdma)",HONOR,Android,64 GB,Snapdragon,64 GB,6.3 Inches,1080 x 2340,"1.8, 2.4 GHz",Honor Play,,,T-Mobile,,,,"SAR1,999.00",,SAR,4.5 out of 5 stars,https://www.amazon.sa/-/en/Hybrid-Sim-Factory-Unlocked-International-Smartphone/dp/B07G7YNQCQ/ref=sr_1_112?dib=eyJ2IjoiMSJ9.MNayXE2Vg6NOxSRYcqMaqNnfPdy6ktj6fj9ULU6G23fCQeFUM7XOzef0bnMb4HbnabnwHivo_1zkQHm5WkAZKpqQLHmWvpieRoxDyRR1COdhy3NDIvpnRZOAIhTV6u0Dk_tQ5R4mSZW92KastOiZmfH4mmZ89M_GmRd4DKumRxWsWHgZ2ivzjHD23A1zYZ2DB-xBuCT0K-CRvRQkeIh-Gi4k7NTgVlQDs_Tvdjg4bHnEYZD3pY4_WYojPd3DA7kBldJXZB-zR-gUCiQPF37nzgvbXGBfwHv-UZSxosjSQj8.LlG4JHSaKVUPIHQqipxJFIMd5fz4sHnLi9ziUd2DQAE&dib_tag=se&qid=1725911378&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-112&language=en_AE,https://m.media-amazon.com/images/I/81QVAr7R-uL._AC_SL1500_.jpg,[],Amazon SA
Honor Magic5 Lite Dual-SIM 128GB ROM + 6GB RAM (Only GSM | No CDMA) Factory Unlocked 5G Smartphone (Midnight Black) - International Version,HONOR,,,Snapdragon,128 GB,6.67 Inches,1080 x 2400,"2.2, 1.7 GHz",,Wi-Fi,,,,,Midnight Black,"SAR2,735.00",,SAR,Previous page of related Sponsored Products,https://www.amazon.sa/-/en/Dual-SIM-Factory-Unlocked-Smartphone-Midnight/dp/B0BVVCGWT1/ref=sr_1_75?dib=eyJ2IjoiMSJ9.U-AWbuTNx23Jld-X1-yPbmMFMM8T84VsedgIj5nP0rFDaTaRUXXtGfvUML9g313kMBbTUtIg0Cjd6X4PqmEKJZOMJCVHmt4McdMEUndV9ZKg_lB41uqhc56LqMJw5lX8yTyurPvTjVenYa6W0QgDvxetyaQJ0v--eTxrbi5X6xvEXW_IjqghBB2GO3DBjr6jsQd8Ys7TvD2ACa2pfIJN929Y9H9OZX9faMEdNMYJ-nQnID-9yHFV6wCcyCZuf9DdsnevCVLWUog3__ZFKRGiJz3V12c9HXAa0hchSmVv7gQ.Rn94gmnyDvqImwFAap6-5_aCfDbjPh0dbZVOb--IdBQ&dib_tag=se&qid=1725911374&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-75&language=en_AE,https://m.media-amazon.com/images/I/61L-64laIjL._AC_SL1500_.jpg,[],Amazon SA
